article,class
#throwbackthursday all in my grill- missy ft. nicole,21974114
Watchin tiny & toya and trey live.,21974114
REF lol i'm super late but whoever cast her in hocus pocus is a genius,21974114
I swear to bob if he replies....,21974114
"Me  and REF say dudes don't know what dates are anymore. Yall just wanna ""chill"" or ""get up"" at the house. True/ false?",21974114
REF its e then NUM lol,21974114
So a total of NUM spammers followed me today. W-T-F?,21974114
REF lmao I understand that. Im OD'in on twitter because of it.,21974114
REF do they need more volunteers? i would love to do that!,21171222
ok i'm going to bed now.  i shant!,21171222
REF aight PG Tim!,21171222
REF aww thanks! *smiles*,21171222
"I love my cousin. REF thanks for savin me, I know ur tired!",21171222
"I mean seriously?! She don't have nursery rhymes? Future criminal listenin to ""u know what a dog needs? A real bish that'll hold him down.""",21171222
wow!! this lady susan boyle sold NUM million records?! **note to Rhianna** she ain in a leotard or on NUM/NUM in a sharon stone outfit w/ claws!,21171222
Here we go with the stupid Baltimorons doin detours that go in circles again! No warning either! Grrrrr,21171222
REF i'm good.  got a lil headache but i'm pushin through it.  how is ur day?,21171222
this day just went from bad to muthafuckin WORSE! what a blow!,21171222
REF get on it bNUM I switch from Sa-Diddy to Sugar Knight on that ass!,21171222
REF hmph i told u to get on skype months ago...must be the next chick got u geeked up. ::rolls eyes and walks away::,21171222
"REF sittin here listenin to the rain, watchin my puppy, and gettin in my feelings.",21171222
"i just got cussed out via email, but i finally found out who that NUM # was!! lol!",21171222
REF URL tooooo freakin cute with their lil stunt!! Omg! I miss cheerleadin!,21171222
Didn't expect to see him....or him,21171222
REF don't laugh at me! i was havin a moment! LOL,21171222
now everybody is coming over to eat lol! good thing i make a lot of food.,21171222
It's hard to manage other people's expectations of u when ur busy with ur own expectations and goals.,21171222
REF then u could use the different rap trends from gangsta rap to snap to be supportin details. Also commercial usage of rap.,21171222
"REF girl, don't have children yet. U callin em creatures lol!",21171222
"REF nah, she ain call that late. I just went thru my voicemails and saw that she had called and hung up earlier while I was at work",21171222
REF I'm so jealous! I wanna go to the concert!! Idk how I didn't know until the last minute. : (,21171222
REF yeah but when?,21171222
REF indeed! Lol! I was confused and disturbed when I first saw her watchin it.,21171222
i've been a victim of a selfish type of love....,21171222
REF have fun! a trip will be fun and give u a mental break.  i'm going somewhere every damn month this year. #imoffthat BS,21171222
"REF yeah, I'm in here singin all my fave gospel songs! *praise party*",21171222
REF Just like u gon be to work on time.,21171222
i mean Trav is killin it imo,21171222
i actually liked that performance...i usually feel that her stuff is a bit weird and demonic but not so this time. hmmm,21171222
"Nicole.....stop gassin that man up....""don't u wish ur boyfriend was omatyo"" uhhh, hell nah! lmao!",21171222
shoutout to REF nice meeting u hun!,21171222
"my supervisor is going OFF on this dude on the phone! she goes hard, she calling him out on violations and taking his access. smh damn",21171222
REF nobody put down all MEN or any MAN for that matter. I said ninjas and I rarely say anything about it so I got a reason. FOH!,21171222
REF you got me going back with the #NUMs ish!! that is my all-time favorite Geto Boyz song!!,21171222
REF yes! save me!! i need a salad or something!! everything in here is closed already except fried food smh.,21171222
Ok i clearly need to address my summer thoughts cuz it's cold and I ain gettin none. Lol!,21171222
REF tryna get there! Call me!!!,21171222
"REF it wasn't correct. u said ""check his timeline silly"" when i was telling u that no one else can paint a SELF portrait smh.",21171222
Ok someone is gettin deleted from bbm if this is don't stop. *annoyed*,21171222
"Oh this ""sex therapy"" is the business!",21171222
Don't get that shot! REF,21171222
REF yes and pitiful. I had to go off cuz he wouldn't stop. He was doin too much!,21171222
come to think of it....he did have on mandals!,21171222
Maybe I should lock my page. My Twitterazzi seems to be gettin full of spambots recently. Hmmm...,21171222
"REF he is in my ""age bracket"" lol. He could get the business.",21171222
REF yeah since ur turnin NUM and all lmfao!,21171222
REF can't watch football with her. That's why I go in auntie's room. She's a killjoy!,21171222
REF THANK YOU! : ),21171222
"Drive safely out there yall! I've got a date with my bed, my sheets, my pillows! Yuuuup",21171222
"REF I need love!! My fave all time! ""for the first time in my life i realize i need love"" #llcoolj",21171222
REF that's real ish right there. I can respect it. Most ninjas really just tryna holla and trick.,21171222
No one else has cake suggestions?? I might just do cupcakes cuz I don't wanna have to cut cake and whatnot. Hmmm...,21171222
#FF REF REF and REF cuz they got Powder for the Babies and I smell like a BEAM UP.,21171222
REF i have on a dress tho and i'm more concerned about itchin from the carpet than just gettin a lil dirty,21171222
i'm rockin right now! i can see that the performances will save this show cuz the dry ass host already is tryna ruin it.,21171222
"REF well i knew someone and it didn't work.  i think it sometimes will have random muscle reactions, but not enough to have sex.",21171222
Love w/ a side of sushi. *happy day*,21171222
"REF yeah I cut up a real pineapple, no out of can in syrup ish!",21171222
#wheredeydothatat: Y the hell would I pump my own gas when I'm out with a dude? That don't even make sense. smh,21171222
"No seriously, I don't think yall understand. I cried myself to sleep last night but today is a wonderful day! #hallelujah yall ain hearin me",21171222
REF STFU! No! Like I went to get my money from someone. Smh.,21171222
Now what am I supposed to do when I want u in my world? But how can I want u for myself when I'm already someone's girl?,21171222
REF i can imagine.  i like to borrow babies for short periods of time and then return them when i'm tired. lol,21171222
REF hey red cup! Lol,21171222
Wanna be on my heart? Then it's time that u start to act like ur mine in the light and the dark. #musicmonday,21171222
"I shouldn't be out late by myself like this all the time. Sometimes I think I don't need a man, but times like this I want one.",21171222
Did the ref just laugh at the Bears on camera?! O_o bling blow wow!,21171222
REF thanks dear! : ),21171222
"REF i'm IN, but u know u gotta do ur part. especially since i took one for the team for yo ass!  u know what i want. lol",21171222
REF I don't have D's like that so I could rock it. It was fly.,21171222
"When I don't know if I'm gon make it, nothin to do but lift my head...",21171222
"Well apparently somebody took ""kick rocks"" too literally. Rocks all across NUM S holdin up traffic for miles.",21171222
REF yeah I opted out of the low cut ceasar. Lol,21171222
"REF omg, they will prolly roll across ur lawn later lol!!!!",21171222
"REF smart ass! I found it and I wasn't lost, it was the long way.",21171222
REF idk who that is.  i don't follow randomly.  good luck tho.  : ),21171222
shoutout to REF nice meeting u hun!,21171222
"HUNTER SMITH, u just made me smile! i'm loving u for this moment.",21171222
It will not hurt my pride if right now u decide that u are not ready to settle down.,21171222
REF wtf?! Are u serious?? People go too far. They wouldn't say that in person. Twit thugs!,21171222
can somebody tell Mann that i'm not his friend so stop textin me? thanks!,21171222
"Did she just say ""maybe if I take this condom out, I'll weigh less""?",21171222
REF hi! *waves* u comin to my party?,21171222
REF clearly! smh,21171222
REF aww ur so sweet.  i'm having a great week. i just look a mess so i haven't ustreamed. lol,21171222
This. Maxwell. Bad Habits. Is. A. Pregnancy. Waiting. To. Happen.,21171222
"i would like to add that those ARE his kids because being a father is about being there not who ""dropped it off"" in some chick.",21171222
so yall not gon answer my question?!!! dm it to me at least!,21171222
REF ummm were we suposed to do brunch today?!,21171222
REF thanks again! Lol! I need a vacay too!  I need an island in my life.,21171222
"If ur fingers touch the ball, u catch the ball!",21171222
REF u asked for that one tho. It was too easy. Lol,21171222
"""Every time the enemy tries to attack you, consider it an opportunity to exercise your power over him."" ~Creflo Dollar",21171222
REF not I!,21171222
REF she is gone now. Lol,21171222
REF what party?,21171222
Somethin bout a fresh haircut and crisp white tee on a dude is so ON to me. #randomthought,21171222
Ummm ok seriously where is a western union?! Wtf?! I need my $$!,21171222
WCNUMR weather NUM:NUM PM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph NW,45100557
WCNUMR weather NUM:NUM PM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph SW,45100557
WCNUMR weather NUM:NUM PM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph N,45100557
WCNUMR weather NUM:NUM AM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph N,45100557
WCNUMR weather NUM:NUM AM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph NNW,45100557
WCNUMR weather NUM:NUM AM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph S,45100557
WCNUMR weather NUM:NUM AM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph NNW,45100557
WCNUMR weather NUM:NUM PM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph NW,45100557
WCNUMR weather NUM:NUM AM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph N,45100557
WCNUMR weather NUM:NUM AM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph N,45100557
WCNUMR weather NUM:NUM AM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph NW,45100557
WCNUMR weather NUM:NUM PM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph NNW,45100557
WCNUMR weather NUM:NUM AM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph N,45100557
WCNUMR weather NUM:NUM PM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph SSW,45100557
WCNUMR weather NUM:NUM AM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph W,45100557
WCNUMR weather NUM:NUM AM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph S,45100557
WCNUMR weather NUM:NUM AM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph N,45100557
WCNUMR weather NUM:NUM PM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph W,45100557
WCNUMR weather NUM:NUM PM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph NNE,45100557
WCNUMR weather NUM:NUM AM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph N,45100557
WCNUMR weather NUM:NUM AM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph ENE,45100557
WCNUMR weather NUM:NUM PM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph W,45100557
WCNUMR weather NUM:NUM AM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph N,45100557
WCNUMR weather NUM:NUM PM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph S,45100557
WCNUMR weather NUM:NUM AM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph SSE,45100557
WCNUMR weather NUM:NUM PM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph WNW,45100557
WCNUMR weather NUM:NUM AM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph NW,45100557
WCNUMR weather NUM:NUM PM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph SE,45100557
WCNUMR weather NUM:NUM AM Temp: NUM.NUM?F Humidity: NUM pct Wind: NUM.NUM mph NNW,45100557
